code_script,iso_639_3,iso_639_2,Lang
xog_Latn,xog,xog,Soga
xon_Latn,xon,xon,Konkomba
xrb_Latn,xrb,xrb,Eastern Karaboro
xsb_Latn,xsb,xsb,Sambal
xsi_Latn,xsi,xsi,Sio
xsm_Latn,xsm,xsm,Kasem
xsr_Deva,xsr,xsr,Sherpa
xsu_Latn,xsu,xsu,Sanumá
xtd_Latn,xtd,xtd,Diuxi-Tilantongo Mixtec
xtm_Latn,xtm,xtm,Magdalena Peñasco Mixtec
xtn_Latn,xtn,xtn,Northern Tlaxiaco Mixtec
xum_Latn,xum,xum,Umbrian
xuo_Latn,xuo,xuo,Kuo
yaa_Latn,yaa,yaa,Yaminahua
yad_Latn,yad,yad,Yagua
yal_Latn,yal,yal,Yalunka
yam_Latn,yam,yam,Yamba
yan_Latn,yan,yan,Mayangna
yao_Latn,yao,yao,Yao
yap_Latn,yap,yap,Yapese
yaq_Latn,yaq,yaq,Yaqui
yas_Latn,yas,yas,Nugunu (Cameroon)
yat_Latn,yat,yat,Yambeta
yaz_Latn,yaz,yaz,Lokaa
ybb_Latn,ybb,ybb,Yemba
yby_Latn,yby,yby,Yaweyuha
ycn_Latn,ycn,ycn,Yucuna
ydd_Hebr,ydd,ydd,Eastern Yiddish
yim_Latn,yim,yim,Yimchungru Naga
yka_Latn,yka,yka,Yakan
yle_Latn,yle,yle,Yele
yli_Latn,yli,yli,Angguruk Yali
yml_Latn,yml,yml,Iamalele
yom_Latn,yom,yom,Yombe
yon_Latn,yon,yon,Yongkom
yor_Latn,yor,yo,Yoruba
yrb_Latn,yrb,yrb,Yareba
yre_Latn,yre,yre,Yaouré
yrk_Cyrl,yrk,yrk,Nenets
yrl_Latn,yrl,yrl,Nhengatu
yss_Latn,yss,yss,Yessan-Mayo
yua_Latn,yua,yua,Yucateco
yue_Hani,yue,yue,Yue Chinese
yuj_Latn,yuj,yuj,Karkar-Yuri
yup_Latn,yup,yup,Yukpa
yut_Latn,yut,yut,Yopno
yuw_Latn,yuw,yuw,Yau (Morobe Province)
yuz_Latn,yuz,yuz,Yuracare
yva_Latn,yva,yva,Yawa
zaa_Latn,zaa,zaa,Sierra de Juárez Zapotec
zab_Latn,zab,zab,Western Tlacolula Valley Zapotec
zac_Latn,zac,zac,Ocotlán Zapotec
zad_Latn,zad,zad,Cajonos Zapotec
zae_Latn,zae,zae,Yareni Zapotec
zai_Latn,zai,zai,Isthmus Zapotec
zam_Latn,zam,zam,Miahuatlán Zapotec
zao_Latn,zao,zao,Ozolotepec Zapotec
zar_Latn,zar,zar,Rincón Zapotec
zas_Latn,zas,zas,Santo Domingo Albarradas Zapotec
zat_Latn,zat,zat,Tabaa Zapotec
zav_Latn,zav,zav,Yatzachi Zapotec
zaw_Latn,zaw,zaw,Mitla Zapotec
zca_Latn,zca,zca,Coatecas Altas Zapotec
zdj_Latn,zdj,zdj,Ngazidja Comorian
zea_Latn,zea,zea,Zeeuws
zgh_Tfng,zgh,zgh,Standard Moroccan Tamazight
zho_Hans,zho,zh,Chinese
zho_Hant,zho,zh,Traditional Chinese
zho_Hani,zho,zh,Chinese
zia_Latn,zia,zia,Zia
ziw_Latn,ziw,ziw,Zigula
zne_Latn,zne,zne,Zande (individual language)
zoc_Latn,zoc,zoc,Copainalá Zoque
zom_Latn,zom,zom,Zou
zos_Latn,zos,zos,Francisco León Zoque
zpa_Latn,zpa,zpa,Lachiguiri Zapotec
zpc_Latn,zpc,zpc,Choapan Zapotec
zpg_Latn,zpg,zpg,Guevea De Humboldt Zapotec
zpi_Latn,zpi,zpi,Santa María Quiegolani Zapotec
zpj_Latn,zpj,zpj,Quiavicuzas Zapotec
zpl_Latn,zpl,zpl,Lachixío Zapotec
zpm_Latn,zpm,zpm,Mixtepec Zapotec
zpo_Latn,zpo,zpo,Amatlán Zapotec
zpq_Latn,zpq,zpq,Zoogocho Zapotec
zpt_Latn,zpt,zpt,San Vicente Coatlán Zapotec
zpu_Latn,zpu,zpu,Yalálag Zapotec
zpv_Latn,zpv,zpv,Chichicapan Zapotec
zpz_Latn,zpz,zpz,Texmelucan Zapotec
zsm_Arab,zsm,zsm,Standard Malay
zsm_Latn,zsm,zsm,Standard Malay
zsr_Latn,zsr,zsr,Southern Rincon Zapotec
ztq_Latn,ztq,ztq,Quioquitani-Quierí Zapotec
zty_Latn,zty,zty,Yatee Zapotec
zul_Latn,zul,zu,Zulu
zxx_Arab,zxx,zxx,No linguistic content
zxx_Latn,zxx,zxx,No linguistic content
zxx_Zzzz,zxx,zxx,No linguistic content
zyb_Latn,zyb,zyb,Yongbei Zhuang
zyp_Latn,zyp,zyp,Zyphe Chin
