lang_name	keep_rows	remove_rows	total_rows	keep_tokens	remove_tokens	total_tokens	keep_disk	remove_disk	total_disk	source
kik_Latn	9164	1032	10196	1263733	141916	1405649	10.17MB	1.79MB	11.96MB	fineweb-2, mala
arn_Latn	9145	640	9785	1390392	113503	1503895	9.10MB	4.61MB	13.70MB	fineweb-2, mala
pag_Latn	9121	794	9915	3469224	300380	3769604	13.11MB	4.66MB	17.77MB	fineweb-2, mala
und_Phlp	9083	2029	11112	31623	7064	38687	7.96MB	5.35MB	13.31MB	fineweb-2
tca_Latn	9010	568	9578	615647	53510	669157	6.83MB	1.42MB	8.25MB	fineweb-2, mala
ngu_Latn	8913	760	9673	1747904	155583	1903487	12.16MB	5.99MB	18.15MB	fineweb-2, mala
dsb_Latn	8851	797	9648	3236141	299732	3535873	17.57MB	3.82MB	21.39MB	fineweb-2, mala, New CC, New CC
mni_Mtei	8768	695	9463	624306	49755	674061	9.07MB	2.98MB	12.05MB	fineweb-2, mala
und_Mand	8727	1486	10213	82871	14111	96982	8.65MB	5.00MB	13.64MB	fineweb-2
min_Arab	8713	1780	10493	1772827	365826	2138653	22.03MB	10.09MB	32.12MB	fineweb-2, New CC
und_Tglg	8582	1883	10465	638746	140149	778895	10.70MB	10.39MB	21.09MB	fineweb-2
und_Shaw	8406	1283	9689	915432	139721	1055153	13.02MB	12.04MB	25.06MB	fineweb-2
olo_Latn	8359	687	9046	3212952	237567	3450519	16.16MB	4.61MB	20.78MB	fineweb-2, mala
fro_Latn	8283	757	9040	18394896	1681146	20076042	104.91MB	25.25MB	130.16MB	fineweb-2
kac_Latn	8238	634	8872	6593345	522580	7115925	33.64MB	5.62MB	39.27MB	fineweb-2, mala
pdc_Latn	8230	1130	9360	8095985	1188953	9284938	17.12MB	16.66MB	33.78MB	fineweb-2, mala
fit_Latn	8205	824	9029	2628515	263972	2892487	20.93MB	7.83MB	28.76MB	fineweb-2
crh_Cyrl	8166	770	8936	8087653	821898	8909551	26.20MB	11.85MB	38.05MB	fineweb-2, mala
mps_Latn	8131	1026	9157	2455357	280254	2735611	11.44MB	6.34MB	17.78MB	fineweb-2, mala
toj_Latn	8037	579	8616	948774	84375	1033149	6.00MB	2.81MB	8.81MB	fineweb-2, mala
guc_Latn	8021	520	8541	1313583	82949	1396532	6.16MB	2.68MB	8.84MB	fineweb-2, mala
srm_Latn	8017	612	8629	793878	60602	854480	4.24MB	2.28MB	6.52MB	mala
cab_Latn	7983	712	8695	1051226	101324	1152550	7.15MB	4.73MB	11.88MB	fineweb-2, mala
mdf_Cyrl	7968	762	8730	4632836	431482	5064318	35.73MB	5.39MB	41.12MB	fineweb-2, mala
naq_Latn	7914	1465	9379	821139	170280	991419	9.06MB	1.69MB	10.75MB	fineweb-2, mala
mad_Latn	7778	925	8703	980475	116603	1097078	4.83MB	2.81MB	7.64MB	mala
smn_Latn	7747	749	8496	2370025	225100	2595125	14.34MB	3.23MB	17.57MB	fineweb-2, mala
bis_Latn	7625	567	8192	3981683	279052	4260735	18.01MB	3.53MB	21.55MB	fineweb-2, mala
bzj_Latn	7621	557	8178	798646	60223	858869	4.43MB	2.54MB	6.97MB	fineweb-2, mala
cuk_Latn	7619	572	8191	851012	95848	946860	8.81MB	2.55MB	11.36MB	fineweb-2, mala
zai_Latn	7610	992	8602	548829	66545	615374	5.76MB	900.59KB	6.64MB	fineweb-2, mala
djk_Latn	7551	503	8054	713143	48228	761371	3.74MB	2.22MB	5.97MB	fineweb-2, mala
ote_Latn	7542	939	8481	527319	61940	589259	5.28MB	829.96KB	6.09MB	fineweb-2, mala
und_Hatr	7438	1634	9072	371481	81607	453088	9.68MB	12.90MB	22.58MB	fineweb-2
cdo_Latn	7366	1527	8893	238395	49420	287815	4.16MB	1.61MB	5.77MB	mala
tuk_Arab	7353	940	8293	2019038	235097	2254135	10.38MB	4.76MB	15.14MB	fineweb-2, New CC
nch_Latn	7265	1201	8466	753073	107083	860156	7.71MB	1.71MB	9.42MB	fineweb-2, mala
prs_Arab	7203	1125	8328	188232	29399	217631	3.73MB	734.77KB	4.45MB	mala
shp_Latn	7193	727	7920	221126	24662	245788	3.17MB	1.03MB	4.20MB	fineweb-2, mala
ncj_Latn	7093	942	8035	341341	51207	392548	4.72MB	1.01MB	5.73MB	fineweb-2, mala
mco_Latn	7064	858	7922	348796	40298	389094	4.83MB	654.04KB	5.47MB	fineweb-2, mala
und_Bugi	7013	1318	8331	94099	17684	111783	6.55MB	5.89MB	12.44MB	fineweb-2
seh_Latn	6989	598	7587	1001137	91194	1092331	7.18MB	3.49MB	10.67MB	fineweb-2, mala
qvi_Latn	6969	519	7488	414611	30681	445292	4.40MB	2.12MB	6.51MB	fineweb-2, mala
ike_Cans	6917	438	7355	1805712	114341	1920053	43.23MB	7.66MB	50.89MB	fineweb-2
map_Latn	6873	1290	8163	389852	73171	463023	3.44MB	3.01MB	6.45MB	mala
kum_Cyrl	6786	436	7222	3516299	226915	3743214	51.27MB	5.13MB	56.40MB	fineweb-2, mala
ang_Latn	6755	857	7612	18583013	2895373	21478386	12.75MB	45.59MB	58.33MB	fineweb-2, mala
awa_Deva	6720	652	7372	1833271	186769	2020040	21.99MB	5.59MB	27.58MB	fineweb-2, mala
ikk_Latn	6619	940	7559	208890	30638	239528	3.35MB	540.94KB	3.88MB	fineweb-2, mala
und_Tagb	6579	1143	7722	30924	5372	36296	5.57MB	2.22MB	7.79MB	fineweb-2
top_Latn	6569	841	7410	145343	18607	163950	3.34MB	463.04KB	3.79MB	mala
yom_Latn	6507	936	7443	261721	33437	295158	3.75MB	580.62KB	4.32MB	fineweb-2, mala
tly_Latn	6482	694	7176	323019	34584	357603	3.37MB	1.00MB	4.37MB	mala
mos_Latn	6368	808	7176	1375570	163352	1538922	10.36MB	882.80KB	11.22MB	fineweb-2, mala
ayr_Latn	6289	747	7036	1926378	228813	2155191	18.33MB	5.48MB	23.81MB	fineweb-2
mau_Latn	6237	1107	7344	235248	28496	263744	4.30MB	731.53KB	5.02MB	fineweb-2, mala
und_Olck	6177	1754	7931	371764	105564	477328	6.50MB	23.56MB	30.06MB	fineweb-2
yap_Latn	6108	689	6797	1371262	231832	1603094	7.88MB	2.63MB	10.51MB	fineweb-2, mala
und_Prti	6054	1093	7147	225933	40790	266723	6.97MB	4.36MB	11.33MB	fineweb-2
tdt_Latn	6025	863	6888	182143	26089	208232	2.75MB	440.78KB	3.18MB	mala
tah_Latn	5808	600	6408	6515410	711005	7226415	23.34MB	3.74MB	27.08MB	fineweb-2, mala
szy_Latn	5806	478	6284	3810359	317248	4127607	19.91MB	2.37MB	22.28MB	fineweb-2, mala
xal_Cyrl	5763	629	6392	2670010	273003	2943013	13.02MB	4.40MB	17.43MB	fineweb-2, mala, New CC
stq_Latn	5577	630	6207	2286526	258139	2544665	10.40MB	3.01MB	13.41MB	fineweb-2, mala
tlh_Latn	5528	671	6199	1755152	217384	1972536	14.09MB	2.87MB	16.96MB	fineweb-2, mala
evn_Cyrl	5486	1173	6659	220824	47215	268039	4.69MB	1.42MB	6.10MB	mala
skr_Arab	5396	561	5957	2872404	297287	3169691	18.47MB	7.85MB	26.32MB	fineweb-2, mala
nov_Latn	5378	617	5995	2147635	259618	2407253	9.54MB	12.01MB	21.55MB	fineweb-2, mala
quw_Latn	5343	930	6273	86757	15101	101858	2.34MB	434.49KB	2.77MB	mala
yua_Latn	5313	608	5921	3110895	357801	3468696	22.59MB	4.31MB	26.90MB	fineweb-2, mala
fiu_Latn	5276	400	5676	423848	32134	455982	4.48MB	1.32MB	5.81MB	mala
otq_Latn	5272	876	6148	3409366	579455	3988821	22.16MB	5.27MB	27.43MB	fineweb-2, mala
und_Narb	5224	835	6059	56094	8966	65060	5.73MB	6.79MB	12.53MB	fineweb-2
non_Latn	5208	388	5596	8552232	637147	9189379	37.62MB	20.99MB	58.61MB	fineweb-2
raw_Latn	5184	689	5873	5264857	699746	5964603	46.45MB	11.15MB	57.61MB	fineweb-2
bbc_Latn	5114	505	5619	5276633	516461	5793094	29.69MB	8.88MB	38.57MB	fineweb-2, mala
ber_Latn	5014	439	5453	3770704	330143	4100847	21.95MB	7.03MB	28.97MB	mala
und_Sarb	4990	874	5864	170459	29855	200314	6.61MB	15.21MB	21.81MB	fineweb-2
kua_Latn	4850	379	5229	2020563	158381	2178944	14.98MB	2.40MB	17.38MB	fineweb-2, mala
und_Ugar	4848	653	5501	133049	17921	150970	3.84MB	2.36MB	6.20MB	fineweb-2
enm_Latn	4840	800	5640	5063220	836895	5900115	35.12MB	6.72MB	41.84MB	fineweb-2
bua_Cyrl	4821	433	5254	2389868	214646	2604514	34.42MB	4.82MB	39.24MB	mala
kea_Latn	4788	645	5433	1991544	264653	2256197	12.53MB	4.14MB	16.67MB	fineweb-2, mala
uig_Latn	4713	615	5328	389468	50821	440289	2.33MB	1.13MB	3.47MB	mala
zza_Latn	4632	509	5141	3034848	333492	3368340	19.74MB	7.38MB	27.12MB	mala
mnw_Mymr	4625	400	5025	4338087	376128	4714215	38.69MB	19.62MB	58.31MB	fineweb-2, mala
und_Lydi	4591	1028	5619	28081628	6287936	34369564	73.64MB	67.70MB	141.34MB	fineweb-2
csy_Latn	4554	583	5137	316700	31989	348689	3.05MB	333.92KB	3.38MB	fineweb-2, mala
dtp_Latn	4454	563	5017	867974	103741	971715	8.25MB	1.58MB	9.83MB	fineweb-2, mala
azj_Cyrl	4407	392	4799	2270043	201918	2471961	31.26MB	5.12MB	36.38MB	fineweb-2
nog_Cyrl	4319	408	4727	824511	83300	907811	11.41MB	3.42MB	14.83MB	fineweb-2, mala
nah_Latn	4317	632	4949	278869	40741	319610	2.44MB	1.12MB	3.56MB	mala, New CC
meo_Latn	4209	371	4580	1068811	94209	1163020	7.51MB	1.02MB	8.53MB	mala
yao_Latn	4181	636	4817	196376	24488	220864	2.84MB	387.73KB	3.22MB	fineweb-2, mala
chm_Cyrl	4167	337	4504	2537674	205230	2742904	30.63MB	6.84MB	37.47MB	mala
kas_Arab	4135	316	4451	636364	40384	676748	5.42MB	1.19MB	6.61MB	fineweb-2, mala
mbf_Latn	4128	381	4509	2485436	229397	2714833	26.41MB	1.85MB	28.26MB	fineweb-2
abt_Latn	4090	492	4582	1834060	311432	2145492	13.49MB	3.41MB	16.89MB	fineweb-2, mala
tcy_Knda	4031	325	4356	2991685	241217	3232902	27.24MB	7.86MB	35.10MB	fineweb-2, mala
arb_Latn	3940	545	4485	1613407	223174	1836581	11.85MB	4.67MB	16.52MB	fineweb-2
tam_Latn	3925	455	4380	9347463	1083591	10431054	19.21MB	9.57MB	28.78MB	fineweb-2
ame_Latn	3914	652	4566	106152	18461	124613	2.16MB	440.61KB	2.59MB	fineweb-2, mala
crs_Latn	3842	515	4357	15216161	2224691	17440852	87.61MB	4.84MB	92.45MB	fineweb-2, mala
lbe_Cyrl	3823	397	4220	3368768	351114	3719882	21.42MB	3.39MB	24.80MB	fineweb-2, mala
zom_Latn	3735	233	3968	1737655	108399	1846054	11.27MB	1.86MB	13.13MB	fineweb-2
hau_Arab	3729	1041	4770	103254	28824	132078	1.99MB	918.26KB	2.89MB	mala
rom_Latn	3686	371	4057	2205605	221996	2427601	12.24MB	3.75MB	15.99MB	mala
cni_Latn	3574	586	4160	145656	22613	168269	2.79MB	420.00KB	3.20MB	fineweb-2, mala
efi_Latn	3484	194	3678	1857948	103456	1961404	14.54MB	1.01MB	15.56MB	fineweb-2
ben_Latn	3418	645	4063	3780581	728682	4509263	8.82MB	5.34MB	14.17MB	fineweb-2, mala
blk_Mymr	3405	296	3701	2459803	223904	2683707	26.96MB	5.28MB	32.24MB	fineweb-2, mala
koi_Cyrl	3276	275	3551	653112	54824	707936	4.42MB	1.66MB	6.07MB	mala
ada_Latn	3254	413	3667	4664956	602894	5267850	25.36MB	4.40MB	29.76MB	fineweb-2, mala
und_Buhd	3158	448	3606	7767	1101	8868	2.60MB	609.26KB	3.20MB	fineweb-2
ach_Latn	3157	239	3396	1691268	146225	1837493	10.32MB	905.77KB	11.21MB	fineweb-2, mala
trv_Latn	3079	319	3398	1561399	161086	1722485	8.67MB	2.65MB	11.32MB	fineweb-2, mala
mgh_Latn	3062	267	3329	1014664	88302	1102966	7.90MB	1.68MB	9.58MB	fineweb-2, mala
bbj_Latn	3039	383	3422	102944	19687	122631	1.27MB	444.28KB	1.70MB	fineweb-2, mala
krl_Latn	3008	239	3247	1378109	109497	1487606	12.20MB	2.46MB	14.66MB	fineweb-2
iso_Latn	2945	301	3246	3370964	345115	3716079	20.30MB	2.51MB	22.81MB	fineweb-2, mala
gcr_Latn	2904	356	3260	537566	65667	603233	3.63MB	729.90KB	4.34MB	fineweb-2, mala
kas_Latn	2887	426	3313	3665093	540813	4205906	7.55MB	5.65MB	13.20MB	fineweb-2
und_Perm	2874	630	3504	19169	4202	23371	2.46MB	1.30MB	3.76MB	fineweb-2
atj_Latn	2822	244	3066	462035	56572	518607	3.51MB	1.52MB	5.03MB	fineweb-2, mala
mni_Beng	2784	227	3011	10018767	825720	10844487	35.48MB	5.70MB	41.18MB	fineweb-2, mala
gur_Latn	2767	248	3015	1397879	119388	1517267	5.94MB	807.13KB	6.73MB	fineweb-2, mala
sma_Latn	2764	227	2991	831229	68266	899495	7.82MB	2.26MB	10.08MB	fineweb-2
chu_Cyrl	2738	300	3038	1405284	153290	1558574	6.63MB	1.42MB	8.05MB	fineweb-2, mala
brx_Deva	2720	157	2877	567743	34520	602263	12.19MB	1.43MB	13.62MB	fineweb-2, mala
iku_Cans	2718	286	3004	811697	85410	897107	17.99MB	3.90MB	21.89MB	mala
cmo_Latn	2711	335	3046	1033194	127672	1160866	6.69MB	1.21MB	7.89MB	fineweb-2
btx_Latn	2705	195	2900	1720528	124253	1844781	11.85MB	1.48MB	13.33MB	fineweb-2, mala
dty_Deva	2689	247	2936	405623	37431	443054	4.96MB	1.73MB	6.69MB	fineweb-2, mala
gos_Latn	2687	287	2974	1051585	112320	1163905	7.65MB	946.10KB	8.57MB	fineweb-2
nzi_Latn	2681	244	2925	2242447	207818	2450265	14.86MB	1.60MB	16.46MB	fineweb-2, mala
bts_Latn	2660	211	2871	1311786	102596	1414382	9.21MB	1.35MB	10.56MB	fineweb-2, mala
quy_Latn	2655	162	2817	660458	41768	702226	7.38MB	1.09MB	8.46MB	fineweb-2, mala
lki_Arab	2646	451	3097	501033	85399	586432	5.73MB	1.66MB	7.39MB	fineweb-2
guw_Latn	2644	201	2845	1170447	87242	1257689	7.42MB	754.77KB	8.15MB	fineweb-2, mala
pck_Latn	2636	191	2827	3951727	284081	4235808	21.62MB	2.53MB	24.15MB	fineweb-2, mala
ckt_Latn	2632	224	2856	111880	9521	121401	7.67MB	1003.49KB	8.65MB	mala
lrc_Arab	2599	389	2988	577704	82561	660265	6.01MB	1.86MB	7.87MB	fineweb-2, mala
nyu_Latn	2592	275	2867	537673	62860	600533	4.43MB	1.45MB	5.89MB	fineweb-2, mala
ksw_Mymr	2571	224	2795	504327	39895	544222	21.89MB	3.79MB	25.68MB	fineweb-2, mala
bal_Arab	2562	188	2750	1509589	110773	1620362	11.86MB	2.50MB	14.36MB	mala
gcf_Latn	2557	254	2811	976651	97015	1073666	6.48MB	1.42MB	7.90MB	fineweb-2
nia_Latn	2543	238	2781	1647545	147561	1795106	7.18MB	1.55MB	8.73MB	fineweb-2, mala
dyu_Latn	2494	195	2689	1214350	97509	1311859	7.22MB	928.15KB	8.13MB	fineweb-2, mala
nhe_Latn	2489	258	2747	1487476	146415	1633891	12.48MB	1.50MB	13.98MB	fineweb-2, mala
loz_Latn	2463	136	2599	1719591	94951	1814542	10.81MB	1.14MB	11.94MB	fineweb-2
tay_Latn	2369	246	2615	549829	57094	606923	2.55MB	1.00MB	3.55MB	mala
hwc_Latn	2352	363	2715	1586723	244889	1831612	7.11MB	4.80MB	11.90MB	fineweb-2
gaa_Latn	2346	264	2610	1341955	151012	1492967	9.28MB	1.13MB	10.41MB	fineweb-2
ami_Latn	2336	308	2644	1422955	189398	1612353	5.95MB	2.66MB	8.61MB	fineweb-2, mala
mup_Deva	2324	371	2695	655944	104714	760658	6.60MB	2.83MB	9.43MB	fineweb-2
snd_Latn	2242	257	2499	1195739	137067	1332806	4.40MB	1.08MB	5.48MB	fineweb-2
pnt_Grek	2237	302	2539	2064646	289840	2354486	7.34MB	2.58MB	9.93MB	fineweb-2, mala
abq_Cyrl	2227	351	2578	311701	29945	341646	5.22MB	979.30KB	6.18MB	fineweb-2, mala
ium_Latn	2227	253	2480	2178910	251279	2430189	10.51MB	2.56MB	13.08MB	fineweb-2, mala
gil_Latn	2224	146	2370	1343484	88196	1431680	7.58MB	1.23MB	8.82MB	fineweb-2
shi_Latn	2183	255	2438	5868473	773346	6641819	3.52MB	13.46MB	16.98MB	fineweb-2, mala
cmr_Latn	2181	257	2438	2812904	331460	3144364	22.05MB	2.44MB	24.49MB	fineweb-2
tzm_Tfng	2160	216	2376	643153	64315	707468	9.74MB	2.00MB	11.73MB	fineweb-2
sms_Latn	2118	150	2268	591273	41874	633147	7.30MB	1.23MB	8.53MB	fineweb-2
kon_Latn	2055	229	2284	411866	45896	457762	2.11MB	1.56MB	3.66MB	mala
tcz_Latn	2051	109	2160	2790663	148309	2938972	16.55MB	2.00MB	18.54MB	fineweb-2
tab_Cyrl	2027	149	2176	973469	72381	1045850	14.58MB	1.74MB	16.32MB	fineweb-2, mala
tzh_Latn	2013	220	2233	1974530	221409	2195939	11.41MB	2.94MB	14.36MB	fineweb-2, mala
ape_Latn	2012	235	2247	1161350	172387	1333737	8.24MB	1.51MB	9.75MB	fineweb-2, mala
abs_Latn	2008	441	2449	1125701	247228	1372929	5.62MB	4.84MB	10.46MB	fineweb-2
acd_Latn	1987	195	2182	444375	43610	487985	2.92MB	1.17MB	4.09MB	fineweb-2
aaz_Latn	1982	115	2097	460750	26733	487483	3.32MB	818.05KB	4.12MB	fineweb-2
bci_Latn	1980	211	2191	2126232	229832	2356064	11.78MB	1.55MB	13.33MB	fineweb-2, mala
fuv_Latn	1979	190	2169	660823	63444	724267	5.28MB	1.04MB	6.32MB	fineweb-2
tvl_Latn	1910	152	2062	2562279	214970	2777249	12.56MB	1.68MB	14.24MB	fineweb-2, mala
pli_Deva	1893	113	2006	26175	1562	27737	1.13MB	106.58KB	1.24MB	mala
ewo_Latn	1876	465	2341	530925	131567	662492	3.20MB	2.37MB	5.57MB	fineweb-2, mala
swc_Latn	1863	298	2161	309030	49431	358461	3.31MB	754.52KB	4.05MB	fineweb-2
tly_Arab	1858	238	2096	260470	33364	293834	2.64MB	528.29KB	3.16MB	mala
sgc_Latn	1812	328	2140	442321	80066	522387	2.97MB	2.20MB	5.17MB	fineweb-2
zha_Latn	1795	238	2033	102886	13641	116527	1.04MB	579.94KB	1.60MB	mala
quz_Latn	1790	194	1984	722225	77743	799968	6.79MB	1.67MB	8.46MB	fineweb-2, mala
cha_Latn	1774	177	1951	1782095	175583	1957678	5.13MB	2.03MB	7.16MB	fineweb-2, mala
bru_Latn	1768	221	1989	1867320	237022	2104342	9.08MB	4.43MB	13.51MB	fineweb-2, mala
aeu_Latn	1761	166	1927	368223	36600	404823	2.58MB	987.33KB	3.55MB	fineweb-2, mala
pib_Latn	1740	273	2013	45606	9395	55001	956.10KB	189.03KB	1.12MB	fineweb-2, mala
nqo_Nkoo	1736	147	1883	1297276	109299	1406575	9.62MB	2.08MB	11.69MB	fineweb-2, mala
kng_Latn	1726	104	1830	1747424	105290	1852714	9.68MB	1.94MB	11.62MB	fineweb-2
rmc_Latn	1723	141	1864	1235721	101134	1336855	7.74MB	1.26MB	9.00MB	fineweb-2, mala
smj_Latn	1701	142	1843	425184	35494	460678	4.11MB	1019.96KB	5.11MB	fineweb-2
bjn_Arab	1688	222	1910	3364741	442519	3807260	7.40MB	6.13MB	13.54MB	fineweb-2
mer_Latn	1684	195	1879	164322	19027	183349	2.41MB	352.69KB	2.75MB	fineweb-2
hla_Latn	1674	123	1797	353902	25989	379891	2.41MB	582.62KB	2.98MB	fineweb-2, mala
und_Elym	1662	496	2158	61253	18280	79533	1.79MB	7.17MB	8.96MB	fineweb-2
msi_Latn	1657	188	1845	382369	43382	425751	2.71MB	473.48KB	3.17MB	mala
zap_Latn	1634	169	1803	1602098	165700	1767798	10.66MB	1.62MB	12.28MB	mala
mbt_Latn	1604	149	1753	1635457	157142	1792599	7.47MB	3.58MB	11.05MB	fineweb-2, mala
doi_Deva	1603	206	1809	513122	66114	579236	6.40MB	2.18MB	8.58MB	fineweb-2, mala
aau_Latn	1593	96	1689	435186	26225	461411	3.11MB	598.05KB	3.70MB	fineweb-2
dhv_Latn	1589	232	1821	669530	97754	767284	3.67MB	2.21MB	5.88MB	fineweb-2
cac_Latn	1584	194	1778	854611	106419	961030	5.70MB	914.70KB	6.59MB	fineweb-2, mala
acf_Latn	1576	289	1865	893132	142495	1035627	5.14MB	1.50MB	6.64MB	fineweb-2, mala
nak_Latn	1558	114	1672	376881	27576	404457	2.55MB	684.81KB	3.22MB	fineweb-2
taq_Latn	1557	172	1729	760343	83994	844337	4.98MB	2.70MB	7.67MB	fineweb-2
fuf_Latn	1553	92	1645	721390	42735	764125	5.06MB	837.21KB	5.88MB	fineweb-2
mjw_Latn	1544	104	1648	359172	24192	383364	3.34MB	334.22KB	3.67MB	fineweb-2
pdt_Latn	1542	230	1772	673450	100449	773899	4.04MB	2.37MB	6.41MB	fineweb-2
bgp_Latn	1516	184	1700	1238088	150269	1388357	6.14MB	1.79MB	7.93MB	mala
bba_Latn	1509	123	1632	584646	47655	632301	4.03MB	298.12KB	4.33MB	fineweb-2
tyz_Latn	1509	185	1694	1690506	207252	1897758	11.45MB	1.64MB	13.09MB	mala
kmb_Latn	1495	175	1670	1343747	155030	1498777	8.23MB	1.10MB	9.32MB	fineweb-2, mala
ron_Cyrl	1447	157	1604	5122566	555800	5678366	9.63MB	7.14MB	16.77MB	fineweb-2
amu_Latn	1430	157	1587	941448	105928	1047376	8.57MB	1.12MB	9.69MB	fineweb-2, mala
cop_Copt	1430	129	1559	931697	84048	1015745	11.86MB	3.45MB	15.30MB	fineweb-2
emp_Latn	1394	135	1529	1054420	102650	1157070	9.18MB	1009.31KB	10.16MB	fineweb-2, mala
mah_Latn	1378	311	1689	1047098	210131	1257229	6.20MB	2.46MB	8.66MB	fineweb-2, mala
rar_Latn	1374	175	1549	749786	95496	845282	4.49MB	721.28KB	5.19MB	fineweb-2
nyn_Latn	1343	140	1483	403755	42089	445844	3.36MB	1.07MB	4.44MB	fineweb-2
arc_Syrc	1338	167	1505	47024	5869	52893	931.34KB	237.02KB	1.14MB	mala
lub_Latn	1336	102	1438	2075990	158496	2234486	11.96MB	3.33MB	15.29MB	mala
tzj_Latn	1322	98	1420	681051	55569	736620	4.58MB	576.44KB	5.15MB	fineweb-2, mala
alz_Latn	1293	278	1571	549645	101670	651315	3.90MB	1.15MB	5.05MB	fineweb-2, mala
lzh_Hani	1279	120	1399	755209	67205	822414	6.64MB	3.69MB	10.33MB	fineweb-2, mala
nnb_Latn	1253	85	1338	1227157	78584	1305741	10.21MB	738.70KB	10.93MB	fineweb-2, mala
fat_Latn	1250	153	1403	619588	75174	694762	3.08MB	586.85KB	3.65MB	fineweb-2, mala
aak_Latn	1247	106	1353	584798	49710	634508	6.29MB	886.18KB	7.16MB	fineweb-2
lhu_Latn	1205	130	1335	758117	84750	842867	4.21MB	981.16KB	5.17MB	fineweb-2, mala
maq_Latn	1189	82	1271	314400	21682	336082	2.15MB	628.14KB	2.76MB	fineweb-2
bjv_Latn	1179	137	1316	286749	33320	320069	1.93MB	556.83KB	2.47MB	fineweb-2
rut_Cyrl	1172	278	1450	34236	8121	42357	686.50KB	285.70KB	972.20KB	mala
bvr_Latn	1171	85	1256	223314	16209	239523	2.33MB	614.00KB	2.93MB	fineweb-2
bum_Latn	1162	132	1294	1036678	115175	1151853	6.01MB	645.64KB	6.64MB	fineweb-2, mala
khs_Latn	1143	83	1226	278153	20198	298351	2.56MB	468.56KB	3.01MB	fineweb-2
tok_Latn	1143	85	1228	306560	22797	329357	1.89MB	451.88KB	2.33MB	fineweb-2
kcg_Latn	1136	111	1247	172066	16666	188732	1.16MB	210.37KB	1.37MB	fineweb-2, mala
roa_Latn	1115	145	1260	175426	22813	198239	979.68KB	1.01MB	1.97MB	mala
hmr_Latn	1107	67	1174	1291931	78192	1370123	6.52MB	1.42MB	7.94MB	fineweb-2
yrk_Cyrl	1103	125	1228	294774	25423	320197	4.62MB	356.88KB	4.97MB	fineweb-2, mala
qub_Latn	1098	101	1199	582341	55090	637431	6.23MB	512.21KB	6.73MB	fineweb-2, mala
tuk_Cyrl	1098	125	1223	8257646	989927	9247573	22.74MB	7.12MB	29.86MB	fineweb-2, mala
jac_Latn	1089	86	1175	955275	75413	1030688	6.61MB	857.27KB	7.45MB	fineweb-2, mala
amp_Latn	1084	84	1168	2099409	163093	2262502	3.20MB	14.34MB	17.55MB	fineweb-2, mala
chr_Cher	1084	87	1171	567046	70003	637049	2.87MB	1.32MB	4.20MB	fineweb-2, mala
rup_Latn	1080	144	1224	1091025	145470	1236495	3.45MB	5.13MB	8.59MB	fineweb-2
sid_Latn	1076	98	1174	266680	24288	290968	2.85MB	387.28KB	3.23MB	fineweb-2
cav_Latn	1074	70	1144	248032	16166	264198	2.30MB	407.59KB	2.70MB	fineweb-2
fkv_Latn	1073	85	1158	439236	34795	474031	3.85MB	567.39KB	4.41MB	fineweb-2
qug_Latn	1067	100	1167	854879	80119	934998	8.17MB	827.39KB	8.97MB	fineweb-2
her_Latn	1044	97	1141	427956	39762	467718	3.47MB	537.25KB	3.99MB	fineweb-2
bem_Latn	1038	108	1146	532202	55529	587731	4.36MB	425.71KB	4.77MB	fineweb-2, mala
kwn_Latn	1030	80	1110	394744	30659	425403	3.19MB	574.29KB	3.76MB	fineweb-2
mas_Latn	1016	148	1164	430618	50363	480981	4.15MB	490.68KB	4.63MB	fineweb-2, mala
gpe_Latn	998	106	1104	268229	28489	296718	1.78MB	462.59KB	2.23MB	mala
ify_Latn	991	118	1109	681798	81250	763048	4.49MB	641.76KB	5.11MB	fineweb-2, mala
mal_Latn	978	174	1152	1512693	269129	1781822	4.05MB	1.32MB	5.37MB	fineweb-2
tiv_Latn	972	87	1059	1913949	171310	2085259	9.50MB	782.92KB	10.26MB	mala
agu_Latn	969	99	1068	417313	42635	459948	2.82MB	416.05KB	3.23MB	fineweb-2
bon_Latn	963	36	999	280194	10474	290668	2.30MB	219.18KB	2.51MB	fineweb-2
ppk_Latn	955	108	1063	711205	80429	791634	5.08MB	550.30KB	5.62MB	mala
asm_Latn	949	155	1104	1636744	267329	1904073	3.86MB	1.53MB	5.39MB	fineweb-2
zpa_Latn	942	146	1088	217011	33634	250645	2.05MB	472.62KB	2.51MB	fineweb-2
sus_Latn	939	66	1005	792968	56354	849322	3.89MB	1.24MB	5.13MB	fineweb-2, mala
ahk_Latn	938	100	1038	183241	20955	204196	754.18KB	910.11KB	1.63MB	fineweb-2, mala
pis_Latn	932	102	1034	237485	25115	262600	1.67MB	601.20KB	2.26MB	fineweb-2, mala
npi_Latn	918	134	1052	416623	60814	477437	2.91MB	1.57MB	4.47MB	fineweb-2
sja_Latn	906	92	998	630606	62312	692918	5.78MB	558.93KB	6.33MB	fineweb-2, mala
kas_Deva	896	96	992	979220	104916	1084136	3.93MB	1.04MB	4.97MB	fineweb-2
wrk_Latn	895	71	966	243213	19293	262506	2.14MB	597.70KB	2.72MB	fineweb-2
got_Goth	892	71	963	82648	8053	90701	1.38MB	383.44KB	1.75MB	fineweb-2, mala
hns_Latn	892	140	1032	314966	49434	364400	2.13MB	1.24MB	3.37MB	fineweb-2
